#HashTags,User,Location,Devices,Tweet,Favourites,Followers count,isVerifiedUser,Retweet Count
[],Rnooodh1313,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @swifferupdates: 🎥| 'King Richard' star @SaniyyaSidney says she thinks @josalw is ""the one"" for @taylorswift13 after seeing them at the…",2478,9,FALSE,0
"['Oscarsredcarpet', 'WillSmith', 'BetterWithAge', 'Oscar', 'Oscars2022']",EKing719,"Atlanta, GA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Took a peek at the #Oscarsredcarpet  and I swear #WillSmith gains a pound of handsome E-V-E-R-Y day. #BetterWithAge 
#Oscar #Oscars2022",7726,6350,FALSE,0
[],AshesWeAllFall_,whatever 💩 dimension this is,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TASMANDRW_: Andrew Garfield and Vanessa Hudgens talking about their performance during therapy is the best thing so far.  The energy th…,101199,164,FALSE,0
['Oscar'],gayioerusso,they/she • 21 • charlie,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @comfortrobt: he arrived omg #Oscar https://t.co/MX8keQdjMi,48709,1349,FALSE,0
"['Oscar', 'Oscars', 'AcademyAward', 'AcademyAwards']",ElijahMurlor,London,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’m so far two for two. #Oscar #Oscars #AcademyAward #AcademyAwards https://t.co/Vj1W1BMuzk,8511,131,FALSE,0
['Oscar'],balance_1204,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @_mattia_meli: twitter after timothée arrived at the red carpet #Oscar https://t.co/HlkhsbwmTM,12794,57,FALSE,0
"['Oscars2022', 'BestPicture', 'Jaws', 'BelfastMovie', 'Oscar', 'AcademyAwards']",thedailyjaws,Amity Island,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Oscars2022 #BestPicture as told through #Jaws.
#BelfastMovie #Oscar #AcademyAwards https://t.co/0W0CtURRpl https://t.co/22h2gQaeoU",88431,25535,FALSE,0
['Oscar'],szastwin,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @spideysnews: More of Zendaya &amp; Andrew Garfield at the 2022 #Oscar ’s!
 https://t.co/UD8f5mdlOr",9554,73,FALSE,0
[],bexstatement,19 | she/her ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HE LOOKS SO GOOD??,4750,503,FALSE,0
['Oscar'],djp1016,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",11430,314,FALSE,0
['Oscar'],dizzy_laufeyson,•She/her• •18• ♡,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @comfortrobt: he arrived omg #Oscar https://t.co/MX8keQdjMi,19982,2563,FALSE,0
[],djeuzinha,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A cortina chic da westwing,12386,73,FALSE,0
['Oscar'],liliiifilter,changbin♡,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @billieethinker: the queen arrived #Oscar https://t.co/HZzLdtCLTw,1416,374,FALSE,0
['Oscar'],signedmarjorie,"Cair Paravel, Narnia ☽☾","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shangchisluver: boyfriend!!! &lt;33 #Oscar https://t.co/Z9wl3ZhO8F,4708,664,FALSE,0
[],SCTTL4NGS,17 she/they afro latina,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",he looks so good 😻,31757,1907,FALSE,0
"['Oscars2022', 'Oscar']",cabelloshoney,multifandom,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thsafeplace: tom holland looking gorgeous on the carpet at the 2022 oscars🙌🏻😍
#Oscars2022 #Oscar https://t.co/7ykwGG6Vcc",63502,1099,FALSE,0
[],JayBobbin1,"Queensbury, NY","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Grrrrr. My look, stolen. Again.",17144,2281,FALSE,0
[],HappyHemorrhoid,Here and there,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",What the F did Adele do to her lips!?!?!? Did she lose a fight with a vacuum attachment?,4188,408,FALSE,0
['Oscar'],realvizeit,Film School,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",89475,95,FALSE,0
['Oscar'],gatokaguai,el ella,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @comfortrobt: he arrived omg #Oscar https://t.co/MX8keQdjMi,1194,18,FALSE,0
"['MarieDressler', 'Oscar']",WithBiden1,Here and there,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @WithBiden1: I predict #MarieDressler will not win a second #Oscar tonight.,8130,9593,FALSE,0
"['CODA', 'Oscar']",FamousNerdy,"Pittsburgh,  PA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#CODA #Oscar @TroyKotsur @MarleeMatlin sorry my TV is on mute, I just caught right time I flipped to ABC 😅 hope the… https://t.co/EOkSYCLh3O",1921,508,FALSE,0
"['Oscar', 'Oscars2022']",jenlisawild,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,663,8709,FALSE,0
['Oscar'],tinaIore,they she 16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @21metgala: Zendaya attends the 94th #Oscar https://t.co/GzKTgzxptI,73765,4110,FALSE,0
['Oscar'],TWlittlemonster,"Taipei City, Taiwan","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @gagavoodo: Lady Gaga arrives at the #Oscar https://t.co/B8So8TPUJO,175136,274,FALSE,0
['Oscar'],favsmrvel,she was my mj,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: he served #Oscar https://t.co/8KCTefK7I5,9428,1402,FALSE,0
"['Oscar', 'Oscars2022']",Ray84357917,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,686,4,FALSE,0
['Oscar'],mrliam,High in the Rocky Mountains,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @CIAspygirl: In honor of the #Oscar I present a new movie genre: 
The Rom-Con https://t.co/NJk5Rt9Kao",27080,384,FALSE,0
['Ukraine'],rheasilviaparis,"Annemasse, France","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",They are wearing a blue ribbon for #Ukraine instead. Can we make it a mandatory thing that they need to wear a ribb… https://t.co/RoOBbf3mtK,6061,225,FALSE,0
['Oscar'],noemivillanova,"California, USA🦦","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ArthShahverdyan: Me judging  #Oscar looks while sitting at home with 38 dollars in my checking account: https://t.co/9l9iqFQRsh,16886,156,FALSE,0
"['Oscars', 'MejorSonido', 'Oscar', 'Oscars2022']",sincretico_,México,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FYC_Oscar: #Oscars  #MejorSonido

DUNE
Mac Ruth, Mark Mangini, Theo Green, Doug Hemphill &amp; Ron Bartlett

#Oscar #Oscars2022 https://t.c…",3,8,FALSE,0
['Oscar'],inezswift_13,betty’s garden | he/they🏳️‍🌈,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",billie looks flawless wtffff #Oscar,83,112,FALSE,0
['Oscar'],emilia17983432,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JamieTheBat_: Robert Pattison has ARRIVED!
#Oscar https://t.co/F7tRq0EGxd",14167,12,FALSE,0
"['Oscars', 'Oscar', 'Oscars2022']",Missingandead,"Montevideo, Uruguay","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CAITRIONA BALFE #Oscars #Oscar #Oscars2022 https://t.co/ramGMYY9wY,51487,1014,FALSE,0
['Oscar'],mesa,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @MTopkat3852: #Oscar 
I've seen pride parades that aren't this gay.",46342,958,FALSE,0
"['Oscars2022', 'BestPicture', 'Jaws', 'LicoricePizza', 'Oscar', 'AcademyAwards']",thedailyjaws,Amity Island,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Oscars2022 #BestPicture as told through #Jaws.
#LicoricePizza #Oscar #AcademyAwards https://t.co/B67SYkDE93",88431,25535,FALSE,0
['Oscar'],i_Mide_,"San Francisco, Germany ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FCBarcelona: 🍿 Our second #Oscar nominee is … 𝗣𝗘𝗗𝗥𝗜 𝗣𝗢𝗧𝗧𝗘𝗥 ⚡️🤓

⭐ Starring: @Pedri https://t.co/DQFCB3K6xL",231960,1355,FALSE,0
"['Oscar', 'Oscars2022']",miafia,Stockholm,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Lulamaybelle: #Oscar nominee Kristen Stewart has arrived! #Oscars2022 https://t.co/UoaLcp2l6Q,53127,2427,FALSE,0
['Oscar'],seanbeag7,Galway Ireland,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",87255,319,FALSE,0
"['pockets', 'Oscars2022', 'Oscarsredcarpet', 'Oscar', 'Oscar2022']",joshfritsch,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @PortaPocketGal: if you need #pockets with your #Oscars2022 outfit... gotcha covered. :)
#Oscarsredcarpet #Oscar  #Oscar2022 https://t.c…",33890,89,FALSE,0
['Oscar'],esclavadelmal,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",36044,337,FALSE,0
['Oscar'],lhhabits,✺ Ψ ||-// ☬ ғ̶ᴘ̶ᴇ ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @safefortimmy: #Oscar details. https://t.co/nptvz9q3Xz,94010,1367,FALSE,0
[],meyhollander,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TASMANDRW_: Andrew Garfield and Vanessa Hudgens talking about their performance during therapy is the best thing so far.  The energy th…,2095,485,FALSE,0
"['Oscars2022', 'BestPicture', 'Jaws', 'ThePowerOfTheDog', 'Oscar', 'AcademyAwards']",thedailyjaws,Amity Island,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Oscars2022 #BestPicture as told through #Jaws.
#ThePowerOfTheDog #Oscar #AcademyAwards https://t.co/nWeyypPuxf https://t.co/hSV9vYI586",88431,25535,FALSE,0
['Oscar'],tattooedholland,kami ✨,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @POPline: Sem pix / Com pix 

#Oscar https://t.co/LrylX5d4iA",19667,378,FALSE,0
['Oscar'],denovopictures,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",For a little fun here are our predictions for the big six awards for the #Oscar this year - Best Supporting Actress… https://t.co/yqX0jZ2WJd,12897,286,FALSE,0
['Oscar'],_AshleyMarie14,"Charleston, SC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",51302,3149,FALSE,0
"['Oscar', 'AcademyAwards', 'Oscars2022']",dan_dah_great,"Abuja, Nigeria","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",They look like money 🤩 really beautiful #Oscar #AcademyAwards #Oscars2022 https://t.co/1PsVLfmByD,12679,328,FALSE,0
['Oscar'],tinaIore,they she 16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @21metgala: Zendaya attends the 94th #Oscar https://t.co/Elu8SuzCsV,73766,4110,FALSE,0
['oscar'],denjicomic,na cama do touma      ele/dele,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @witchcomfort: WANDA DJANGO MAXIMOFF in the red carpet #oscar 

🎨: pietroquicksilvermaximoff on tumblr https://t.co/P1N4DBIADo",5619,269,FALSE,0
"['Oscars2022', 'BestPicture', 'Jaws', 'WestSideStory', 'Oscar', 'AcademyAwards', 'StevenSpielberg']",thedailyjaws,Amity Island,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Oscars2022 #BestPicture as told through #Jaws.
#WestSideStory #Oscar #AcademyAwards #StevenSpielberg… https://t.co/9cLPsjb5qo",88431,25535,FALSE,0
['Oscar'],seasonedbf,"London, England","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We love a man that doesn't just wear black on the red carpet, Jay Ellis 😍 #Oscar https://t.co/DWhZagBjXN",2054,3016,TRUE,0
['Oscar'],TuVie_Podcast,Closest Movie Theater,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",5815,22,FALSE,0
['Oscar'],coraljoonie,bts world,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CxhCenter: Chloe x Halle have arrived to the #Oscar Red Carpet https://t.co/rjgkkhrFRl,178330,381,FALSE,0
"['Oscar', 'Oscars', 'Oscars2022']",ww84spo,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @gemmasfilm: SHES BEING HERSELF AT THE BIGGEST AWARD CEREMONY 😭 GO QUEEN #Oscar #Oscars #Oscars2022 https://t.co/OhHCbujRat,12413,277,FALSE,0
['Oscar'],hiddleston80s,@cobains_ ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @lvthienxtom: FUCK ROMEO AND JULIET I WANT WHAT THESE CUTIES HAVE 
#Oscar https://t.co/6pcWIQvLiH",59843,935,FALSE,0
['Oscar'],hausofbst,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @safefortimmy: #Oscar details. https://t.co/nptvz9q3Xz,13503,351,FALSE,0
"['Dune', 'AcademyAwards', 'Oscar', 'TimotheeChalamet']",Li_lol_Fe,Caladan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @SecretsOfDune: The One has arrived ✨ #Dune #AcademyAwards #Oscar #TimotheeChalamet  https://t.co/Z8SSuMrXY5,15205,366,FALSE,0
['Oscar'],apantallate1,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @IndieWire: #Oscar Best Supporting Actress nominee Ariana DeBose, Steven Spielberg, Rita Moreno, and “CODA” writer-director Sian Heder a…",8262,220,FALSE,0
"['Dune', 'Oscar', 'Oscars', 'AcademyAwards']",Makkarirights,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NextBestPicture: The #Dune Best Sound #Oscar acceptance speech #Oscars #AcademyAwards

Credit @kylebuchanan https://t.co/FdGAof0wBx",4085,44,FALSE,0
['Oscars'],JuliusFlywheel,"Wurundjeri Land, Naarm","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @cinegirl14: The #Oscars  are going ahead without live presentation of the Awards for short films, Editing, Production Design, Hair and…",80278,2160,FALSE,0
['oscar'],U____OUT,성부성자성령의이름으로동성애,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @starkerwiitch: men should apologize for not being timothée chalamet 
#oscar https://t.co/9OgVQuM2Vk",27365,806,FALSE,0
['Oscar'],barbara_happier,heaven sent u to me ,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",58530,285,FALSE,0
['Oscar'],whorefor1D4ever,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LOVEROFPALLOM: TIMOTHEE CHALAMET AND ANDREW GARFIELD EVERYONE #Oscar https://t.co/fgwIgtsVWP,34516,52,FALSE,0
['Oscar'],wacotheater,"5144 Lankershim Bvld. North Hollywood, CA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Free_Spirit2972 @Beyonce @KingRichardFilm @TheAcademy @serenawilliams @Venuseswilliams So are we!!! #Oscar,375,781,FALSE,0
['Oscar'],Adrian79721754,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @spideysnews: More of Zendaya &amp; Andrew Garfield at the 2022 #Oscar ’s!
 https://t.co/UD8f5mdlOr",4764,8,FALSE,0
['Oscar'],linadhiver,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ArthShahverdyan: Me judging  #Oscar looks while sitting at home with 38 dollars in my checking account: https://t.co/9l9iqFQRsh,12509,7,FALSE,0
['Oscar'],Toden_LAviateur,Agartha🌍🙆‍♂️,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",580584,1869,FALSE,0
"['Oscar', 'Oscars']",expectocoffee,Starkiller Base,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Got they’re so beautiful. #Oscar #Oscars,75893,199,FALSE,0
"['Zendaya', 'Oscar']",olicity_boo,she!her ~ infp ~ 16!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SLAAAAAAAAYYYY #Zendaya #Oscar,34478,375,FALSE,0
['Oscar'],KirtKardashian,"Chicago, IL","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @DiscussingFilm: ‘DUNE’ has won the first #Oscar of the night.

See the full winners list: https://t.co/LAXthSkgVl https://t.co/Q9Bwtqny…",54131,1023,FALSE,0
['Oscar'],CHUU_butter,ในใจคุนลูอิส,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @stunnedpluto: i’m on my knees #Oscar https://t.co/G2EpnYh1v9,1249,245,FALSE,0
['Oscar'],lauraa_maaria_,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LOVEROFPALLOM: TIMOTHEE CHALAMET AND ANDREW GARFIELD EVERYONE #Oscar https://t.co/fgwIgtsVWP,1180,95,FALSE,0
